"id","itemid","modification","slotid"
10651,11,"Stovl TAC Laser",4
11499,10,"Cronen Mini Red Dot",5
11722,39,"DF105 Reflex Sight",5
11268,18,"Bruen Cubic Comp",1
12084,40,"Corvus Downrange-00",5
12085,17,"Corvus Downrange-00",5
12297,42,"Cronen Zero-P Optic",5
12438,9,"Schlager Night View",5
12439,38,"Schlager Night View",5
12440,32,"Schlager Night View",5
20520,61,"Polarfire-S",1
20521,61,"ZLR Talon 5",1
20522,61,"Echoline GS-X",1
20523,61,"Zulu-60",1
20573,61,"DXS Coriolis V4",5
20574,61,"Lachmann Impact 9",5
20575,61,"SP-X 80 6.6x",5
20576,61,"FTAC Locus SP",5
20577,61,"SZ Heatsource 800",5
20578,61,"Aim OP-V4",5
20627,61,"30 Round Mag",13
20462,59,"SZ Oscar-9",5
20500,59,"Blastcap 20"" Bolts",19
14039,28,"18"" Precision-6 Barrel",2
14132,11,"21.5"" Recourse",2
14177,6,"XTEN Harbinger",2
14092,27,"16.5"" STB Factory",2
14229,21,"100 Round Mag",13
14231,42,"Single Tap Mod",13
14139,11,"21.5"" Bryson Tacfire",2
14364,27,"Bruen HCR 56 Stock",6
14367,34,"FTAC RTP-40 Stock",6
14858,47,"SZ Sigma-IV Optic",5
20591,61,"FTAC Tiger Grip",8
11204,12,"XRK Kraken",1
14860,47,"XRK On-Point Optic",5
14861,47,"DF105 Reflex Sight",5
10835,17,"ZLR Talon 5",1
12945,12,"Victus 13x",5
10872,10,"Echoless-80",1
12941,12,"MCPR-300 9.5x",5
14621,6,"Bruen Express",10
11300,18,"TA Hul-Breach",1
20344,57,"Daunt-C80",5
11030,17,"Zulu-60",1
12973,14,"Edge-47 Grip",8
11113,2,"Bore-490",1
11143,25,"Demon Helix T7",1
20055,49,"BPZ40 Hybrid",5
20077,49,"Agent Grip",8
20079,49,"XTEN Drop Grip",8
13937,15,"5.7x28mm Overpressured +P",11
13938,44,"9mm Frangible",11
10696,20,"EXF Solarflare",4
10697,9,"EXF Solarflare",4
10698,6,"Series 710 Pistol Laser",4
20167,56,"XTEN Ported 290",1
20168,56,"Cronen OP44",1
20169,56,"FTAC Castle Comp",1
20170,56,"XTEN Havoc 90",1
20171,56,"Zulu-60",1
20172,56,"Sakin Tread-40",1
20173,56,"C400 Door Knocker",1
20174,56,"Cronen MAW-86",1
20175,56,"FJX Fulcrum Pro",1
20176,56,"JCZ-390 Muzzle Device",1
20177,56,"Slimline Pro",5
20179,56,"Cronen Mini Red Dot",5
20180,56,"Cronen Mini Pro",5
13939,44,"9mm Hollowpoint",11
13940,44,"9mm Armor Piercing",11
11172,31,"Talon Sixteen",1
14271,16,"Ravage-8",6
11173,25,"Talon Sixteen",1
12441,45,"Schlager Night View",5
12442,31,"Schlager Night View",5
14315,19,"FT TAC-Elite Stock",6
12443,37,"Schlager Night View",5
12444,25,"Schlager Night View",5
12445,12,"Schlager Night View",5
12481,10,"Teplo-OP3 Scope",5
12482,8,"Teplo-OP3 Scope",5
12483,4,"Teplo-OP3 Scope",5
14761,48,"Corio Enforcer Optic",5
12484,35,"Teplo-OP3 Scope",5
17975,22,"SZ Battle Optic",5
17976,7,"SZ Battle Optic",5
17977,9,"SZ Battle Optic",5
17978,38,"SZ Battle Optic",5
17979,32,"SZ Battle Optic",5
17980,45,"SZ Battle Optic",5
20592,61,"FSS Sharkfin 90",8
20593,61,"Agent Grip",8
11846,20,"SZ Recharge-DX",5
17982,37,"SZ Battle Optic",5
17983,1,"SZ Battle Optic",5
17984,3,"SZ Battle Optic",5
17985,13,"SZ Battle Optic",5
12485,42,"Teplo-OP3 Scope",5
17987,8,"SZ Oscar-9",5
17988,4,"SZ Oscar-9",5
18058,16,"3x RFL-Optic",5
19030,22,"Commando Foregrip",8
20421,59,"SZ Sigma-IV Optic",5
11653,7,"SZ Minitac-40",5
11704,8,"DF105 Reflex Sight",5
20212,56,"FTAC Charlie7",5
10947,14,"Forge DX90-F",1
12022,42,"Kazan-Holo",5
12023,16,"Kazan-Holo",5
12024,43,"Kazan-Holo",5
12025,19,"Kazan-Holo",5
12026,23,"Kazan-Holo",5
12027,34,"Kazan-Holo",5
12028,28,"Kazan-Holo",5
12029,29,"Kazan-Holo",5
12069,18,"Corvus Downrange-00",5
12070,27,"Corvus Downrange-00",5
12071,24,"Corvus Downrange-00",5
20000,49,"Stovl TAC Laser",4
12072,41,"Corvus Downrange-00",5
14057,41,"SA Response III",2
12073,14,"Corvus Downrange-00",5
12074,44,"Corvus Downrange-00",5
12075,15,"Corvus Downrange-00",5
12076,26,"Corvus Downrange-00",5
12077,39,"Corvus Downrange-00",5
12078,33,"Corvus Downrange-00",5
12079,30,"Corvus Downrange-00",5
12080,11,"Corvus Downrange-00",5
12081,2,"Corvus Downrange-00",5
12082,20,"Corvus Downrange-00",5
12083,36,"Corvus Downrange-00",5
12086,21,"Corvus Downrange-00",5
12087,22,"Corvus Downrange-00",5
12332,10,"SZ Bullseye Optic",5
12816,35,"Luca Bandera Scope",5
13009,20,"Demo Firm Grip",8
13010,36,"Demo Firm Grip",8
13011,17,"Demo Firm Grip",8
13012,21,"Demo Firm Grip",8
13013,22,"Demo Firm Grip",8
13014,9,"Demo Firm Grip",8
13015,38,"Demo Firm Grip",8
13016,32,"Demo Firm Grip",8
13045,32,"XTEN Gravedigger",8
13046,45,"XTEN Gravedigger",8
13047,37,"XTEN Gravedigger",8
13049,8,"FTAC Ripper 56",8
13050,4,"FTAC Ripper 56",8
20594,61,"Bruen Sync Shot Grip",8
13051,35,"FTAC Ripper 56",8
13052,42,"FTAC Ripper 56",8
13053,16,"FTAC Ripper 56",8
13054,19,"FTAC Ripper 56",8
10937,24,"XTEN RR-40",1
11036,45,"Zulu-60",1
13313,24,"Phase-3 Grip",8
13314,14,"Phase-3 Grip",8
18855,41,"Bruen Warrior Grip",8
11187,29,"Cronen DM338",1
11188,40,"Cronen DM338",1
20232,56,"Bruen Sync Shot Grip",8
10808,34,"Husher-65 Silencer",1
14894,47,"Aim OP-V4",5
14895,47,"SZ Battle Optic",5
14896,47,"SZ Oscar-9",5
14897,47,"DS Farsight 11",5
14898,47,"3x RFL-Optic",5
14900,47,"Demo Firm Grip",8
15275,26,"Accu-Shot 5mW Laser",4
15437,26,"7mW Canted Laser",4
15438,39,"7mW Canted Laser",4
15439,33,"7mW Canted Laser",4
15440,30,"7mW Canted Laser",4
15441,11,"7mW Canted Laser",4
15442,20,"7mW Canted Laser",4
10904,43,"RF Crown 50",1
10905,19,"RF Crown 50",1
10906,20,"RF Crown 50",1
10907,36,"RF Crown 50",1
10908,10,"Komodo Heavy",1
14617,3,"B-3ST Loader",15
14618,3,"S40 Rapid Loader",15
10909,8,"Komodo Heavy",1
10910,35,"Komodo Heavy",1
10911,42,"Komodo Heavy",1
15443,9,"7mW Canted Laser",4
13972,9,".45 GVT High Velocity",11
12235,33,"Schlager 3.4x",5
13973,9,".45 GVT Incendiary",11
18023,31,"SZ Oscar-9",5
18057,42,"3x RFL-Optic",5
13986,31,".300 Magnum",11
19082,24,"XTEN Nexus Grip",8
19083,41,"XTEN Nexus Grip",8
19084,14,"XTEN Nexus Grip",8
19086,15,"XTEN Nexus Grip",8
13296,32,"XTEN Drop Grip",8
13297,45,"XTEN Drop Grip",8
13298,37,"XTEN Drop Grip",8
13299,13,"XTEN Drop Grip",8
13332,10,"Merc Foregrip",8
13333,8,"Merc Foregrip",8
13334,4,"Merc Foregrip",8
14905,47,"FTAC Tiger Grip",8
13335,35,"Merc Foregrip",8
13336,42,"Merc Foregrip",8
13337,16,"Merc Foregrip",8
13338,43,"Merc Foregrip",8
14062,23,"Lachmann Nova",2
20595,61,"XTEN Drop Grip",8
20596,61,"Phase-3 Grip",8
20597,61,"Lockgrip Precision-40",8
20598,61,"Hex-40 Grip",8
10931,43,"Cronen OP44",1
20426,59,"Corvus SOL-76",5
20427,59,"SZ Recharge-DX",5
20428,59,"SZ SRO-7",5
20429,59,"Corio RE-X Pro",5
20430,59,"Corio Enforcer Optic",5
20475,59,"Phase-3 Grip",8
20274,56,"Mace 600",6
14254,32,"5 Round Mag",13
14045,19,"KAS-7 406mm",2
20325,57,"Corvus Downrange-00",5
14115,15,"FTAC Defense 14.5""",2
14118,15,"18.75"" Cloak 90",2
14179,1,"SA Comp Barrel",2
14234,27,"32 Round Mag",13
14253,7,"15 Round Mag",13
11350,33,"MACK8 Frost Bite",1
11351,30,"MACK8 Frost Bite",1
14382,15,"CQB Stock",6
11418,8,"Slimline Pro",5
20115,2,"FR Titan Silencer",1
14684,46,"SZ Heatsource 800",5
14690,46,"SZ Battle Optic",5
14477,43,"True-TAC Grip",16
10342,37,"Schlager PEQ Box IV",4
11960,33,"Corio Enforcer Optic",5
12674,10,"Angel-40 4.8x",5
10372,25,"Corio LAZ-44 V3",4
10373,12,"Corio LAZ-44 V3",4
11836,41,"SZ Recharge-DX",5
14805,48,"9mm Frangible",11
14870,47,"Corvus Downrange-00",5
10749,19,"VLK Koloss Flash Hider",1
10751,36,"VLK Koloss Flash Hider",1
10752,10,"Broadhead-3DP",1
10753,8,"Broadhead-3DP",1
10754,35,"Broadhead-3DP",1
10755,42,"Broadhead-3DP",1
10756,16,"Broadhead-3DP",1
10757,43,"Broadhead-3DP",1
10758,19,"Broadhead-3DP",1
10791,38,"TZL-90 V3",1
10792,32,"TZL-90 V3",1
10794,4,"Cronen Dark KX30",1
14616,9,"Longhorn Lever",12
10795,23,"Cronen Dark KX30",1
10796,34,"Cronen Dark KX30",1
10797,28,"Cronen Dark KX30",1
10798,2,"Cronen Dark KX30",1
10799,17,"Cronen Dark KX30",1
10800,21,"Cronen Dark KX30",1
14331,41,"Spetsnaz S10 Stock",6
10802,7,"Cronen Dark KX30",1
12050,38,"Kazan-Holo",5
10803,38,"Cronen Dark KX30",1
10804,32,"Cronen Dark KX30",1
20338,57,"Hybrid Firepoint",5
10813,22,"Husher-65 Silencer",1
10814,7,"Husher-65 Silencer",1
10815,38,"Husher-65 Silencer",1
20128,17,"SA Leveler 55",1
20129,21,"SA Leveler 55",1
20281,57,"1mW Quick Fire Laser",4
20676,63,"VX350 Thermal Optic",5
13167,13,"FTAC Tiger Grip",8
10961,24,"Singuard MKV",1
13323,36,"Phase-3 Grip",8
20286,57,"Hipshot L20",4
20682,63,"Angel-40 4.8x",5
11034,38,"Zulu-60",1
11039,34,"Kastovia DX90",1
11083,24,"XRK Sandstorm",1
11109,4,"Bore-490",1
11822,8,"SZ Recharge-DX",5
20698,63,"Signal 50 8x",5
20008,49,"TZL-90 V3",1
13142,19,"FTAC Tiger Grip",8
20699,63,"Corio 13x VRS",5
20700,63,"Raptor-FVM40",5
13957,11,"12 Gauge Slug",11
11222,29,"Sakin Tread-40",1
11223,2,"Sakin Tread-40",1
11224,20,"Sakin Tread-40",1
11225,36,"Sakin Tread-40",1
13754,4,"XTEN Stable Shot",8
13755,35,"XTEN Stable Shot",8
13756,42,"XTEN Stable Shot",8
13757,16,"XTEN Stable Shot",8
13758,43,"XTEN Stable Shot",8
13759,19,"XTEN Stable Shot",8
13760,23,"XTEN Stable Shot",8
13761,34,"XTEN Stable Shot",8
13762,28,"XTEN Stable Shot",8
13763,29,"XTEN Stable Shot",8
13764,36,"XTEN Stable Shot",8
13765,21,"XTEN Stable Shot",8
13138,35,"FTAC Tiger Grip",8
13139,42,"FTAC Tiger Grip",8
13140,16,"FTAC Tiger Grip",8
13141,43,"FTAC Tiger Grip",8
13930,14,"5.7x28mm Frangible",11
13143,23,"FTAC Tiger Grip",8
13339,19,"Merc Foregrip",8
13340,23,"Merc Foregrip",8
13341,34,"Merc Foregrip",8
13342,28,"Merc Foregrip",8
13343,29,"Merc Foregrip",8
13344,18,"Merc Foregrip",8
13346,14,"Merc Foregrip",8
13347,15,"Merc Foregrip",8
13348,26,"Merc Foregrip",8
13349,39,"Merc Foregrip",8
13350,33,"Merc Foregrip",8
13351,30,"Merc Foregrip",8
13150,15,"FTAC Tiger Grip",8
13144,34,"FTAC Tiger Grip",8
13145,28,"FTAC Tiger Grip",8
20366,57,"Operator Foregrip",8
16190,35,"Cronen MAW-86",1
16191,42,"Cronen MAW-86",1
10565,22,"Luminate-44",4
17925,33,"Aim OP-V4",5
17938,32,"Aim OP-V4",5
12387,44,"SZ Aggressor-IR Optic",5
12388,15,"SZ Aggressor-IR Optic",5
12389,26,"SZ Aggressor-IR Optic",5
12390,39,"SZ Aggressor-IR Optic",5
12391,33,"SZ Aggressor-IR Optic",5
12393,11,"SZ Aggressor-IR Optic",5
18016,21,"SZ Oscar-9",5
18017,22,"SZ Oscar-9",5
18018,7,"SZ Oscar-9",5
18019,9,"SZ Oscar-9",5
18020,38,"SZ Oscar-9",5
18021,32,"SZ Oscar-9",5
18022,45,"SZ Oscar-9",5
18025,37,"SZ Oscar-9",5
18026,25,"SZ Oscar-9",5
20396,57,"Otrezat Stock",6
20397,57,"VLK Stockless",6
20398,57,"Hardtac 40",6
20399,57,"K-Bloc Stock",6
20400,57,"Ivanov ST-70 Grip",16
20401,57,"Demo-X2 Grip",16
20402,57,"True-TAC Grip",16
20403,57,"Brace LS",16
20404,57,"Hardbolt 2.1",14
20405,57,"Dashbolt 60",14
20144,56,"SZ 1mW PEQ",4
20145,56,"Schlager PEQ Box IV",4
20146,56,"Corio LAZ-44 V3",4
20147,56,"FSS OLE-V Laser",4
13151,26,"FTAC Tiger Grip",8
13152,39,"FTAC Tiger Grip",8
20148,56,"Canted Vibro-Dot 7",4
20149,56,"1mW Laser Box",4
19041,43,"EXF Backdraft Grip",8
11354,30,"XTEN Full Choke",1
11531,9,"Cronen Mini Red Dot",5
11586,16,"SZ Sigma-IV Optic",5
11697,32,"XRK On-Point Optic",5
11749,19,"Monocle CT90",5
19063,22,"EXF Backdraft Grip",8
20853,62,"Sakin ZX Grip",16
12014,37,"SZ Lonewolf Optic",5
12000,30,"SZ Lonewolf Optic",5
12117,33,"SZ Holotherm",5
12118,30,"SZ Holotherm",5
12119,11,"SZ Holotherm",5
12121,20,"SZ Holotherm",5
12122,36,"SZ Holotherm",5
12123,40,"SZ Holotherm",5
12151,41,"XTEN Angel-40",5
12152,44,"XTEN Angel-40",5
12153,15,"XTEN Angel-40",5
12154,26,"XTEN Angel-40",5
12155,39,"XTEN Angel-40",5
12156,33,"XTEN Angel-40",5
12157,30,"XTEN Angel-40",5
12158,11,"XTEN Angel-40",5
12159,2,"XTEN Angel-40",5
12160,20,"XTEN Angel-40",5
12161,36,"XTEN Angel-40",5
12188,18,"VLK 4.0 Optic",5
12189,27,"VLK 4.0 Optic",5
12190,24,"VLK 4.0 Optic",5
12191,41,"VLK 4.0 Optic",5
12192,44,"VLK 4.0 Optic",5
12193,15,"VLK 4.0 Optic",5
12194,26,"VLK 4.0 Optic",5
12195,39,"VLK 4.0 Optic",5
12196,33,"VLK 4.0 Optic",5
12197,30,"VLK 4.0 Optic",5
12545,36,"DR582 Hybrid Sight",5
12884,33,"Corio CQC Scope",5
13183,15,"FSS Sharkfin 90",8
13184,26,"FSS Sharkfin 90",8
20313,57,"SZ Sigma-IV Optic",5
13185,39,"FSS Sharkfin 90",8
13186,33,"FSS Sharkfin 90",8
13187,30,"FSS Sharkfin 90",8
13188,11,"FSS Sharkfin 90",8
13189,2,"FSS Sharkfin 90",8
13190,20,"FSS Sharkfin 90",8
13192,17,"FSS Sharkfin 90",8
13193,21,"FSS Sharkfin 90",8
13194,22,"FSS Sharkfin 90",8
13195,9,"FSS Sharkfin 90",8
13196,38,"FSS Sharkfin 90",8
13197,32,"FSS Sharkfin 90",8
13198,45,"FSS Sharkfin 90",8
13199,37,"FSS Sharkfin 90",8
13200,13,"FSS Sharkfin 90",8
13201,10,"Agent Grip",8
13202,8,"Agent Grip",8
13203,4,"Agent Grip",8
13204,35,"Agent Grip",8
13205,42,"Agent Grip",8
13906,29,".458 Hollow Point",11
13206,16,"Agent Grip",8
13207,43,"Agent Grip",8
12211,31,"VLK 4.0 Optic",5
13208,19,"Agent Grip",8
13209,23,"Agent Grip",8
13210,34,"Agent Grip",8
13352,11,"Merc Foregrip",8
14753,48,"SZ Minitac-40",5
13211,28,"Agent Grip",8
13212,29,"Agent Grip",8
13460,10,"VX Pineapple",8
13485,21,"VX Pineapple",8
13606,33,"Bruen Tilt Grip",8
13660,23,"Bruen Warrior Grip",8
13722,32,"Level Aim Bipod",8
18032,42,"DS Farsight 11",5
18033,16,"DS Farsight 11",5
18034,19,"DS Farsight 11",5
10349,16,"Corio LAZ-44 V3",4
13304,42,"Phase-3 Grip",8
12680,43,"Angel-40 4.8x",5
20322,57,"Corio Enforcer Optic",5
20240,56,"OP-X9 Foregrip",8
12944,25,"Victus 13x",5
11244,34,"GL Clear Breach",1
14574,15,"TV TACComb",7
14568,34,"5GN TAC-Comb",7
14903,47,"Demo Cleanshot 40",8
14904,47,"Demo IMP-44 Grip",8
14906,47,"FSS Sharkfin 90",8
19097,9,"XTEN Nexus Grip",8
19098,38,"XTEN Nexus Grip",8
19099,32,"XTEN Nexus Grip",8
19100,13,"XTEN Nexus Grip",8
14637,46,"Stovl TAC Laser",4
14639,46,"Point-G3P 04",4
14640,46,"FJX Ultrabeam XR",4
14641,46,"EXF Solarflare",4
14079,38,"Meer-76 449mm Factory",2
14426,31,"FSS Merc Stock",6
14780,48,"Thermo-Optic X9",5
10314,25,"SZ 1mW PEQ",4
12687,37,"Angel-40 4.8x",5
13774,25,"XTEN Stable Shot",8
13775,12,"XTEN Stable Shot",8
12476,45,"VX350 Thermal Optic",5
14327,19,"Markeev R7 Stock",6
14424,31,"Cronen Lion Stock",6
13153,33,"FTAC Tiger Grip",8
13154,30,"FTAC Tiger Grip",8
13155,11,"FTAC Tiger Grip",8
13156,2,"FTAC Tiger Grip",8
20230,56,"FSS Sharkfin 90",8
13157,20,"FTAC Tiger Grip",8
13158,36,"FTAC Tiger Grip",8
10919,35,"XTEN Ported 290",1
14941,47,"Bruen R90 Factory",6
10960,27,"Singuard MKV",1
20045,49,"Schlager 3.4x",5
14524,32,"Schlager Match Grip",16
11107,32,"Lockshot KT85",1
20062,49,"Drexsom Prime-90",5
20086,49,"OP-X9 Foregrip",8
14004,25,".300 High Velocity",11
14005,12,".300 High Velocity",11
14006,25,".300 Overpressured +P",11
10411,34,"Canted Vibro-Dot 7",4
14009,1,".50 Pistol Hollowpoint",11
14046,17,"KAS-7 406mm",2
14122,39,"11"" Bryson Special",2
14183,13,"XRK Sidewinder-6 Slide",2
14242,18,"50 Round Mag",13
14375,18,"Demo RXT Stock",6
10785,28,"TZL-90 V3",1
11420,35,"Slimline Pro",5
14687,46,"Signal 50 8x",5
14529,12,"Bruen Lynx Grip",16
15422,26,"1mW Artemis Laser",4
16189,8,"Cronen MAW-86",1
16241,37,"Bruen Counter-Ops",1
20109,49,"Bruen Flash Grip",16
14587,33,"Schlager Fang Grip",17
14588,33,"Schlager Void Grip",17
14263,1,"13 Round Mag",13
17917,24,"Aim OP-V4",5
17918,41,"Aim OP-V4",5
17919,14,"Aim OP-V4",5
17920,44,"Aim OP-V4",5
17922,15,"Aim OP-V4",5
13396,10,"Hex-40 Grip",8
14688,46,"Corio 13x VRS",5
14689,46,"Raptor-FVM40",5
14475,17,"Demo-X2 Grip",16
14476,4,"True-TAC Grip",16
10335,21,"Schlager PEQ Box IV",4
10345,10,"Corio LAZ-44 V3",4
10365,22,"Corio LAZ-44 V3",4
10499,14,"Corvus PEQ Beam-5",4
20027,49,"Cronen Mini Red Dot",5
14807,48,"9mm Armor Piercing",11
12464,26,"VX350 Thermal Optic",5
14427,37,"FSS Echo Stock",6
13796,2,"Soshki",8
14632,26,"Point-G3P 04",4
20332,57,"SZ Bullseye Optic",5
11859,3,"SZ Recharge-DX",5
11953,24,"Corio Enforcer Optic",5
14757,48,"Corvus SOL-76",5
10496,28,"Corvus PEQ Beam-5",4
14586,33,"Goliath 77 Grip",17
20337,57,"DR582 Hybrid Sight",5
10604,18,"1mW Quick Fire Laser",4
10605,27,"1mW Quick Fire Laser",4
10606,24,"1mW Quick Fire Laser",4
11413,3,"FSS KL30",1
14842,47,"RF Crown 50",1
14843,47,"Komodo Heavy",1
14844,47,"XTEN Ported 290",1
14846,47,"FTAC Castle Comp",1
14848,47,"Zulu-60",1
14849,47,"Sakin Tread-40",1
14850,47,"C400 Door Knocker",1
14851,47,"Cronen MAW-86",1
14852,47,"FJX Fulcrum Pro",1
14853,47,"JCZ-390 Muzzle Device",1
14854,47,"Slimline Pro",5
14856,47,"Cronen Mini Red Dot",5
14857,47,"Cronen Mini Pro",5
14859,47,"SZ Minitac-40",5
14862,47,"Monocle CT90",5
14863,47,"Corvus SOL-76",5
10708,5,"XTEN Sidearm-L400",4
10709,13,"XTEN Sidearm-L400",4
10710,6,"1mW Pistol Laser",4
10750,20,"VLK Koloss Flash Hider",1
11174,12,"Talon Sixteen",1
13914,27,"9mm Sub FR",11
14528,32,"Bruen Lynx Grip",16
14287,10,"Demo D50 Buffer Tube",6
17902,10,"Aim OP-V4",5
10552,23,"Luminate-44",4
20100,49,"10"" SA Pheonix",2
17953,23,"SZ Battle Optic",5
17954,34,"SZ Battle Optic",5
17955,28,"SZ Battle Optic",5
17957,18,"SZ Battle Optic",5
17958,27,"SZ Battle Optic",5
17959,24,"SZ Battle Optic",5
17960,41,"SZ Battle Optic",5
17961,44,"SZ Battle Optic",5
17963,15,"SZ Battle Optic",5
17964,26,"SZ Battle Optic",5
17965,39,"SZ Battle Optic",5
17966,33,"SZ Battle Optic",5
17967,30,"SZ Battle Optic",5
17968,11,"SZ Battle Optic",5
17969,2,"SZ Battle Optic",5
17970,20,"SZ Battle Optic",5
17971,36,"SZ Battle Optic",5
17972,40,"SZ Battle Optic",5
17973,17,"SZ Battle Optic",5
17974,21,"SZ Battle Optic",5
11486,17,"SZ Mini",5
13055,23,"FTAC Ripper 56",8
13056,34,"FTAC Ripper 56",8
13057,28,"FTAC Ripper 56",8
13058,29,"FTAC Ripper 56",8
13059,18,"FTAC Ripper 56",8
13060,14,"FTAC Ripper 56",8
13061,15,"FTAC Ripper 56",8
13062,39,"FTAC Ripper 56",8
13063,33,"FTAC Ripper 56",8
13064,30,"FTAC Ripper 56",8
13065,11,"FTAC Ripper 56",8
13066,2,"FTAC Ripper 56",8
12486,16,"Teplo-OP3 Scope",5
12487,43,"Teplo-OP3 Scope",5
13067,20,"FTAC Ripper 56",8
13068,36,"FTAC Ripper 56",8
12204,21,"VLK 4.0 Optic",5
13228,9,"Agent Grip",8
12676,4,"Angel-40 4.8x",5
13503,29,"OP-X9 Foregrip",8
13558,4,"TV Wrecker Grip",8
13622,4,"Cronen Grooveshot Grip",8
13674,20,"Bruen Warrior Grip",8
13675,36,"Bruen Warrior Grip",8
13732,42,"Cornerstone Bipod",8
10297,29,"SZ 1mW PEQ",4
13331,13,"Phase-3 Grip",8
11189,9,"Cronen DM338",1
12164,21,"XTEN Angel-40",5
12165,22,"XTEN Angel-40",5
12166,7,"XTEN Angel-40",5
12167,9,"XTEN Angel-40",5
12168,38,"XTEN Angel-40",5
12169,32,"XTEN Angel-40",5
12170,45,"XTEN Angel-40",5
12171,37,"XTEN Angel-40",5
12679,16,"Angel-40 4.8x",5
11845,2,"SZ Recharge-DX",5
20246,56,"Bipod V9 Grip",8
12512,9,"Teplo-OP3 Scope",5
12513,38,"Teplo-OP3 Scope",5
12514,32,"Teplo-OP3 Scope",5
12515,45,"Teplo-OP3 Scope",5
12516,31,"Teplo-OP3 Scope",5
12517,37,"Teplo-OP3 Scope",5
20031,49,"XRK On-Point Optic",5
12518,25,"Teplo-OP3 Scope",5
12753,17,"Teplo Clear Shot",5
13098,17,"Demo Cleanshot 40",8
13292,21,"XTEN Drop Grip",8
13293,22,"XTEN Drop Grip",8
10806,4,"Husher-65 Silencer",1
12970,28,"Edge-47 Grip",8
12971,29,"Edge-47 Grip",8
12972,18,"Edge-47 Grip",8
12974,15,"Edge-47 Grip",8
12975,39,"Edge-47 Grip",8
12976,33,"Edge-47 Grip",8
12977,30,"Edge-47 Grip",8
12978,11,"Edge-47 Grip",8
12979,2,"Edge-47 Grip",8
12980,20,"Edge-47 Grip",8
12981,36,"Edge-47 Grip",8
12982,17,"Edge-47 Grip",8
12983,21,"Edge-47 Grip",8
12984,22,"Edge-47 Grip",8
13294,9,"XTEN Drop Grip",8
20220,56,"DS Farsight 11",5
13295,38,"XTEN Drop Grip",8
13353,2,"Merc Foregrip",8
13469,34,"VX Pineapple",8
13532,23,"Operator Foregrip",8
13645,21,"Cronen Grooveshot Grip",8
13778,29,"SPW 40mm",8
11986,19,"SZ Lonewolf Optic",5
14321,44,"Kastov-Rama",6
13809,42,"5.56 Frangible",11
13810,16,"5.56 Frangible",11
12665,7,"BPZ40 Hybrid",5
12666,9,"BPZ40 Hybrid",5
12985,9,"Edge-47 Grip",8
12986,38,"Edge-47 Grip",8
12987,32,"Edge-47 Grip",8
12988,45,"Edge-47 Grip",8
12989,37,"Edge-47 Grip",8
10849,19,"Echoline GS-X",1
10850,23,"Echoline GS-X",1
10851,34,"Echoline GS-X",1
12940,25,"MCPR-300 9.5x",5
13397,8,"Hex-40 Grip",8
13398,4,"Hex-40 Grip",8
13399,35,"Hex-40 Grip",8
13400,42,"Hex-40 Grip",8
13403,19,"Hex-40 Grip",8
13404,23,"Hex-40 Grip",8
13405,34,"Hex-40 Grip",8
14550,5,"Cronen LIMA-6",16
13406,28,"Hex-40 Grip",8
13407,29,"Hex-40 Grip",8
13408,18,"Hex-40 Grip",8
13409,24,"Hex-40 Grip",8
13410,14,"Hex-40 Grip",8
13411,15,"Hex-40 Grip",8
13412,26,"Hex-40 Grip",8
13413,39,"Hex-40 Grip",8
13414,33,"Hex-40 Grip",8
13415,30,"Hex-40 Grip",8
13416,11,"Hex-40 Grip",8
13417,2,"Hex-40 Grip",8
13418,20,"Hex-40 Grip",8
13419,36,"Hex-40 Grip",8
12946,31,"Sightmax Clear Shot",5
12955,25,"Corio 13x VRS",5
12313,33,"Cronen Zero-P Optic",5
12314,30,"Cronen Zero-P Optic",5
12667,38,"BPZ40 Hybrid",5
12668,32,"BPZ40 Hybrid",5
12669,45,"BPZ40 Hybrid",5
12670,31,"BPZ40 Hybrid",5
13443,15,"Schlager Tango",8
13444,26,"Schlager Tango",8
13445,39,"Schlager Tango",8
11419,4,"Slimline Pro",5
13907,29,".458 Armor Piercing",11
13453,21,"Schlager Tango",8
13454,22,"Schlager Tango",8
13455,9,"Schlager Tango",8
13456,38,"Schlager Tango",8
12956,12,"Corio 13x VRS",5
12990,10,"Demo Firm Grip",8
13078,8,"Demo Cleanshot 40",8
13263,32,"Bruen Sync Shot Grip",8
13457,45,"Schlager Tango",8
13458,37,"Schlager Tango",8
13518,22,"OP-X9 Foregrip",8
13692,23,"Bipod V9 Grip",8
13776,10,"SPW 40mm",8
14270,10,"Ravage-8",6
11008,24,"FTAC Castle Comp",1
12469,20,"VX350 Thermal Optic",5
12470,21,"VX350 Thermal Optic",5
12308,41,"Cronen Zero-P Optic",5
12309,44,"Cronen Zero-P Optic",5
13508,26,"OP-X9 Foregrip",8
13676,17,"Bruen Warrior Grip",8
20233,56,"XTEN Drop Grip",8
20234,56,"Phase-3 Grip",8
20235,56,"Merc Foregrip",8
20247,56,"Level Aim Bipod",8
10699,1,"Series 710 Pistol Laser",4
10700,5,"Series 710 Pistol Laser",4
10701,13,"Series 710 Pistol Laser",4
14100,22,"18"" Lonestar Barrel",2
14003,12,".300 Hollowpoint",11
14010,1,".50 Pistol Armor Piercing",11
14047,4,"IG-K30 406mm",2
13420,17,"Hex-40 Grip",8
18036,23,"DS Farsight 11",5
10649,33,"Stovl TAC Laser",4
10650,30,"Stovl TAC Laser",4
